"","Type","3OH-CARBO","3PBA","4F3PBA","5OH-IMI","6ClNA","ACP","CARBO","CLO","CMHC","DEAMPY","DIN","DM-CLO","DM-DIN","DM-THX","IMI","IMI-OL","IMPY","ND-ACP","OH-TEB","PNP","TCPY","TEB","THPI"
"1","QCH",17.8642400515723,4.0529305566187,3.10814626965982,12.155423365262,11.5773284348084,9.58214476330823,7.83926626118267,13.4716123056276,17.7417151336229,2.16702792494349,10.0903102680442,7.65455480791192,8.51728093628537,10.4223195263389,14.1066435040548,14.257989122739,1.03303915351928,8.58695901744723,24.6414971439445,4.83772087467428,20.551104494064,9.72573195298595,19.9310243254764
"2","QCL",16.1604853204699,13.6902316298755,12.8960226072973,15.0087882330327,7.67157726290324,7.36993439365288,8.42847314758842,11.7471694308214,10.7456256308129,6.64106723610873,9.07168751386437,5.99348942310872,12.9303260089293,10.9460603833638,14.2960734470981,8.00288420910324,6.19679221191292,8.78599292715569,9.09432695766659,7.83009061755496,14.1761731145832,5.32713662706796,16.2955906323096
