"","Type","3OH-CARBO","3PBA","4F3PBA","5OH-IMI","6-CN","ACE","CARBO","CLO","CMHC","DEAMPY","DIN","DM-ACE","DM-CLO","DM-DIN","DM-THX","IMI","IMI-OLE","IMPY","PNP","TCPY","TEB","TEB-OH","THPI"
"1","QCH",16.3457285305755,9.74372776888881,9.94534555110284,12.5538421895538,9.7373113399386,15.0994165136437,8.82241952963989,15.2586399629257,7.65808252666749,5.31017193384122,14.1564910034833,14.470696823317,7.26289625396777,20.6454943224493,14.9743686978574,13.4396695487351,9.52440958632263,6.34398217026967,6.28675530603791,12.0871831828588,19.0787737192975,26.2987413653198,25.2234964306319
"2","QCL",22.5691036228696,11.0523401033768,13.1911686196899,12.6115172617651,16.4518802490852,10.165209945151,10.3686853290627,18.0712704540252,24.2660068298665,6.46440698861585,16.6622714424426,7.69821270934758,6.27876694551569,17.8641024983379,10.8324436144187,14.9411173005304,17.5653840242643,6.90815612960916,10.7732877740902,21.6042785690532,11.4891802540237,18.4107619389118,19.7926913497667
